id,age_range,country
7178,45-54,ZA
7179,35-44,CL
7180,<18,RU
7181,25-34,TR
7182,18-24,RU
7183,55-64,DE
7184,18-24,MX
7185,25-34,CN
7186,25-34,CN
7187,25-34,AU
7188,18-24,IN
7189,35-44,CL
7190,18-24,SE
7191,<18,CO
7192,25-34,IT
7193,45-54,AU
7194,35-44,GB
7195,25-34,BR
7196,35-44,ZA
7197,25-34,IT
7198,55-64,FR
7199,<18,GB
7200,35-44,SE
7201,55-64,BR
7202,45-54,RU
7203,18-24,TR
7204,25-34,ES
7205,45-54,CO
7206,18-24,IT
7207,45-54,TR
7208,45-54,BR
7209,45-54,MX
7210,18-24,EG
7211,45-54,GB
7212,35-44,CA
7213,45-54,PT
7214,<18,MX
7215,<18,CN
7216,25-34,US
7217,18-24,JP
7218,35-44,DE
7219,55-64,DE
7220,25-34,AU
7221,55-64,MX
7222,<18,CN
7223,18-24,RU
7224,<18,JP
7225,25-34,GB
7226,55-64,IT
7227,18-24,IT
7228,35-44,IN
7229,25-34,TR
7230,55-64,NG
7231,18-24,NL
7232,18-24,KR
7233,<18,KR
7234,25-34,PT
7235,25-34,GB
7236,55-64,NG
7237,35-44,JP
7238,35-44,US
7239,35-44,AU
7240,18-24,BR
7241,25-34,IT
7242,65+,CO
7243,45-54,KR
7244,55-64,JP
7245,45-54,IT
7246,18-24,CL
7247,18-24,SE
7248,<18,AU
7249,25-34,CA
7250,18-24,CA
7251,25-34,ES
7252,35-44,NL
7253,55-64,SE
7254,45-54,AR
7255,55-64,RU
7256,<18,NG
7257,<18,NG
7258,35-44,TR
7259,25-34,CO
7260,25-34,NG
7261,25-34,IT
7262,25-34,PT
7263,25-34,PT
7264,25-34,PT
7265,25-34,BR
7266,35-44,CO
7267,25-34,AU
7268,25-34,CN
7269,18-24,CN
7270,25-34,CN
7271,45-54,KR
7272,45-54,NG
7273,35-44,FR
7274,18-24,NG
7275,35-44,FR
7276,35-44,NG
7277,25-34,RU
7278,35-44,AU
7279,25-34,IN
7280,35-44,CL
7281,45-54,IN
7282,18-24,CN
7283,45-54,CL
7284,18-24,IN
7285,18-24,JP
7286,65+,AR
7287,65+,AU
7288,18-24,CL
7289,25-34,MX
7290,18-24,GB
7291,25-34,TR
7292,45-54,AU
7293,65+,MX
7294,35-44,ES
7295,25-34,US
7296,35-44,ES
7297,25-34,FR
7298,55-64,IT
7299,55-64,TR
7300,35-44,AR
7301,25-34,AR
7302,25-34,IT
7303,<18,BR
7304,45-54,US
7305,25-34,RU
7306,25-34,SE
7307,25-34,CN
7308,45-54,AR
7309,18-24,IT
7310,55-64,ZA
7311,55-64,TR
7312,65+,GB
7313,25-34,AU
7314,18-24,MX
7315,25-34,FR
7316,25-34,BR
7317,18-24,PT
7318,35-44,CO
7319,25-34,PT
7320,55-64,RU
7321,<18,ES
7322,35-44,US
7323,45-54,NL
7324,45-54,US
7325,55-64,PT
7326,45-54,MX
7327,55-64,CN
7328,25-34,NL
7329,25-34,AU
7330,<18,AR
7331,<18,NG
7332,25-34,RU
7333,18-24,KR
7334,25-34,FR
7335,18-24,KR
7336,<18,NL
7337,55-64,AR
7338,<18,ES
7339,45-54,FR
7340,18-24,US
7341,55-64,ZA
7342,55-64,AU
7343,35-44,SE
7344,35-44,CO
7345,<18,SE
7346,65+,EG
7347,55-64,GB
7348,55-64,ES
7349,35-44,FR
7350,25-34,IN
7351,55-64,CN
7352,25-34,AR
7353,35-44,FR
7354,18-24,CA
7355,55-64,AR
7356,18-24,NG
7357,18-24,CA
7358,35-44,GB
7359,45-54,US
7360,35-44,TR
7361,18-24,JP
7362,<18,AU
7363,45-54,CO
7364,65+,IT
7365,45-54,DE
7366,25-34,FR
7367,55-64,NG
7368,25-34,KR
7369,35-44,GB
7370,25-34,IN
7371,25-34,CL
7372,45-54,ES
7373,35-44,FR
7374,25-34,KR
7375,25-34,MX
7376,<18,IN
7377,35-44,FR
7378,18-24,ES
7379,18-24,AU
7380,35-44,EG
7381,35-44,US
7382,45-54,EG
7383,25-34,AU
7384,55-64,IN
7385,55-64,GB
7386,45-54,BR
7387,35-44,IN
7388,25-34,DE
7389,65+,BR
7390,25-34,FR
7391,18-24,AU
7392,25-34,US
7393,<18,US
7394,65+,DE
7395,35-44,IT
7396,35-44,CO
7397,35-44,CO
7398,25-34,CN
7399,<18,BR
7400,35-44,US
7401,45-54,EG
7402,25-34,TR
7403,45-54,KR
7404,18-24,TR
7405,18-24,CN
7406,18-24,KR
7407,25-34,RU
7408,55-64,TR
7409,45-54,NL
7410,25-34,ES
7411,35-44,SE
7412,45-54,AU
7413,25-34,BR
7414,18-24,IT
7415,65+,EG
7416,35-44,IN
7417,65+,GB
7418,25-34,NG
7419,45-54,AR
7420,18-24,BR
7421,25-34,IT
7422,25-34,IN
7423,25-34,ZA
7424,18-24,AR
7425,25-34,CA
7426,<18,CO
7427,45-54,BR
7428,25-34,EG
7429,18-24,DE
7430,18-24,ZA
7431,18-24,EG
7432,35-44,KR
7433,18-24,TR
7434,45-54,IN
7435,<18,BR
7436,25-34,IN
7437,55-64,ZA
7438,45-54,PT
7439,18-24,NL
7440,45-54,NG
7441,25-34,ES
7442,55-64,AR
7443,35-44,SE
7444,35-44,RU
7445,65+,CN
7446,18-24,BR
7447,35-44,ZA
7448,25-34,NL
7449,<18,AU
7450,<18,SE
7451,18-24,GB
7452,35-44,SE
7453,35-44,AR
7454,35-44,KR
7455,<18,AR
7456,25-34,PT
7457,55-64,FR
7458,25-34,MX
7459,35-44,AU
7460,45-54,GB
7461,45-54,RU
7462,25-34,CA
7463,55-64,AR
7464,25-34,ES
7465,55-64,ZA
7466,25-34,KR
7467,25-34,EG
7468,<18,RU
7469,45-54,NL
7470,25-34,CO
7471,18-24,DE
7472,18-24,CN
7473,55-64,AU
7474,45-54,CN
7475,35-44,AR
7476,35-44,ZA
7477,25-34,PT
7478,25-34,US
7479,55-64,CO
7480,18-24,RU
7481,25-34,ES
7482,25-34,CO
7483,25-34,BR
7484,25-34,CA
7485,25-34,AR
7486,18-24,FR
7487,25-34,BR
7488,25-34,ZA
7489,18-24,IT
7490,18-24,IT
7491,45-54,AU
7492,25-34,IN
7493,35-44,CO
7494,45-54,MX
7495,35-44,NG
7496,25-34,ES
7497,25-34,PT
7498,25-34,ZA
7499,35-44,ZA
7500,25-34,NL
7501,55-64,NL
7502,55-64,NL
7503,18-24,IN
7504,18-24,NL
7505,35-44,NL
7506,25-34,CN
7507,<18,AR
7508,55-64,CA
7509,18-24,RU
7510,55-64,NL
7511,45-54,KR
7512,45-54,CN
7513,18-24,KR
7514,18-24,KR
7515,35-44,DE
7516,18-24,RU
7517,25-34,TR
7518,25-34,IT
7519,18-24,US
7520,18-24,NL
7521,45-54,RU
7522,18-24,NG
7523,<18,US
7524,35-44,PT
7525,65+,RU
7526,25-34,PT
7527,18-24,AU
7528,35-44,US
7529,55-64,EG
7530,45-54,SE
7531,35-44,EG
7532,25-34,CO
7533,35-44,CO
7534,18-24,AU
7535,35-44,ZA
7536,45-54,SE
7537,65+,KR
7538,25-34,CA
7539,<18,NG
7540,35-44,KR
7541,45-54,NG
7542,45-54,PT
7543,18-24,IT
7544,25-34,MX
7545,25-34,EG
7546,25-34,ES
7547,55-64,JP
7548,25-34,ZA
7549,45-54,CO
7550,35-44,JP
7551,45-54,ES
7552,25-34,NL
7553,45-54,AU
7554,25-34,CO
7555,35-44,KR
7556,18-24,CL
7557,25-34,MX
7558,25-34,SE
7559,25-34,GB
7560,65+,PT
7561,18-24,GB
7562,45-54,BR
7563,65+,EG
7564,<18,CO
7565,35-44,NG
7566,25-34,EG
7567,<18,TR
7568,25-34,JP
7569,55-64,GB
7570,<18,US
7571,35-44,JP
7572,25-34,NG
7573,55-64,TR
7574,18-24,BR
7575,35-44,CN
7576,35-44,US
7577,35-44,CA
7578,65+,GB
7579,45-54,BR
7580,<18,DE
7581,25-34,KR
7582,25-34,TR
7583,25-34,US
7584,25-34,CA
7585,25-34,SE
7586,25-34,PT
7587,65+,ES
7588,18-24,NG
7589,55-64,CN
7590,25-34,KR
7591,35-44,PT
7592,45-54,RU
7593,25-34,DE
7594,25-34,GB
7595,25-34,JP
7596,25-34,ES
7597,55-64,US
7598,45-54,CN
7599,18-24,RU
7600,18-24,MX
7601,25-34,GB
7602,18-24,CL
7603,35-44,IN
7604,18-24,CN
7605,35-44,CO
7606,<18,SE
7607,25-34,IT
7608,35-44,IT
7609,25-34,CO
7610,65+,NL
7611,55-64,JP
7612,25-34,AR
7613,<18,AR
7614,55-64,PT
7615,55-64,KR
7616,45-54,CA
7617,18-24,BR
7618,65+,CO
7619,25-34,NL
7620,45-54,NL
7621,55-64,KR
7622,18-24,FR
7623,55-64,FR
7624,25-34,NG
7625,65+,EG
7626,25-34,CN
7627,65+,CN
7628,<18,FR
7629,45-54,MX
7630,35-44,CL
7631,25-34,GB
7632,18-24,IN
7633,45-54,SE
7634,18-24,CN
7635,35-44,CO
7636,25-34,AR
7637,65+,CO
7638,<18,CN
7639,18-24,NG
7640,25-34,BR
7641,25-34,IT
7642,18-24,JP
7643,25-34,AU
7644,55-64,JP
7645,45-54,IN
7646,35-44,MX
7647,18-24,BR
7648,35-44,EG
7649,18-24,CN
7650,45-54,SE
7651,25-34,DE
7652,25-34,CA
7653,25-34,IN
7654,55-64,IN
7655,18-24,IN
7656,35-44,KR
7657,18-24,NG
7658,45-54,SE
7659,55-64,PT
7660,25-34,RU
7661,25-34,JP
7662,55-64,US
7663,35-44,ZA
7664,25-34,SE
7665,35-44,JP
7666,35-44,CA
7667,18-24,FR
7668,45-54,KR
7669,25-34,CL
7670,18-24,KR
7671,45-54,TR
7672,25-34,MX
7673,18-24,CL
7674,35-44,ES
7675,55-64,NG
7676,55-64,IN
7677,65+,FR
7678,55-64,IN
7679,<18,US
7680,25-34,FR
7681,45-54,FR
7682,25-34,IT
7683,35-44,KR
7684,35-44,CN
7685,25-34,ES
7686,55-64,BR
7687,25-34,CL
7688,25-34,AU
7689,65+,EG
7690,25-34,NG
7691,18-24,MX
7692,25-34,EG
7693,45-54,BR
7694,45-54,PT
7695,45-54,NL
7696,45-54,TR
7697,25-34,ZA
7698,55-64,NG
7699,55-64,IN
7700,18-24,KR
7701,18-24,SE
7702,65+,AU
7703,55-64,FR
7704,55-64,CO
7705,55-64,NL
7706,35-44,ZA
7707,35-44,DE
7708,35-44,NG
7709,<18,KR
7710,45-54,NL
7711,25-34,JP
7712,35-44,CA
7713,25-34,GB
7714,25-34,RU
7715,18-24,CA
7716,25-34,CN
7717,18-24,DE
7718,18-24,ZA
7719,65+,NL
7720,18-24,DE
7721,25-34,CA
7722,35-44,US
7723,35-44,US
7724,18-24,NG
7725,45-54,ZA
7726,45-54,GB
7727,18-24,AU
7728,25-34,AR
7729,55-64,CN
7730,45-54,CO
7731,35-44,AU
7732,18-24,AU
7733,25-34,CN
7734,35-44,NL
7735,18-24,US
7736,25-34,JP
7737,35-44,PT
7738,25-34,GB
7739,45-54,CN
7740,55-64,CA
7741,25-34,KR
7742,45-54,EG
7743,18-24,JP
7744,45-54,FR
7745,18-24,CL
7746,18-24,TR
7747,35-44,NG
7748,25-34,IT
7749,55-64,KR
7750,25-34,IT
7751,25-34,SE
7752,25-34,TR
7753,25-34,KR
7754,25-34,CL
7755,35-44,IN
7756,45-54,CA
7757,55-64,AR
7758,65+,CL
7759,25-34,CA
7760,45-54,FR
7761,25-34,IT
7762,35-44,US
7763,25-34,DE
7764,65+,DE
7765,45-54,KR
7766,65+,FR
7767,45-54,TR
7768,55-64,DE
7769,45-54,ES
7770,25-34,RU
7771,25-34,GB
7772,25-34,SE
7773,<18,PT
7774,35-44,IN
7775,25-34,CN
7776,35-44,CN
7777,65+,SE
7778,55-64,AR
7779,18-24,SE
7780,25-34,SE
7781,25-34,US
7782,25-34,RU
7783,45-54,AR
7784,35-44,MX
7785,35-44,CL
7786,55-64,GB
7787,45-54,SE
7788,18-24,PT
7789,45-54,GB
7790,25-34,IN
7791,25-34,SE
7792,<18,CL
7793,25-34,AU
7794,25-34,IN
7795,25-34,GB
7796,35-44,CL
7797,45-54,TR
7798,25-34,ES
7799,<18,CO
7800,55-64,AU
7801,<18,NG
7802,55-64,KR
7803,35-44,CN
7804,25-34,CL
7805,25-34,AU
7806,<18,ES
7807,18-24,AU
7808,18-24,FR
7809,35-44,ES
7810,18-24,IT
7811,35-44,MX
7812,35-44,KR
7813,25-34,SE
7814,<18,AR
7815,<18,AR
7816,<18,RU
7817,45-54,NG
7818,25-34,FR
7819,45-54,KR
7820,25-34,ES
7821,25-34,CA
7822,25-34,FR
7823,45-54,EG
7824,25-34,RU
7825,18-24,KR
7826,35-44,CN
7827,25-34,ZA
7828,25-34,AR
7829,35-44,BR
7830,25-34,AU
7831,35-44,AR
7832,35-44,CO
7833,45-54,CN
7834,45-54,ZA
7835,35-44,ES
7836,35-44,FR
7837,55-64,KR
7838,25-34,CO
7839,25-34,CL
7840,45-54,EG
7841,35-44,BR
7842,18-24,BR
7843,55-64,AR
7844,<18,US
7845,45-54,ZA
7846,45-54,KR
7847,65+,IT
7848,<18,EG
7849,35-44,IT
7850,25-34,KR
7851,25-34,SE
7852,18-24,ES
7853,35-44,CN
7854,25-34,US
7855,18-24,US
7856,35-44,SE
7857,45-54,CO
7858,45-54,ES
7859,55-64,ES
7860,25-34,DE
7861,65+,AR
7862,55-64,CN
7863,25-34,AU
7864,18-24,GB
7865,25-34,GB
7866,25-34,PT
7867,35-44,TR
7868,35-44,RU
7869,45-54,SE
7870,25-34,US
7871,18-24,CN
7872,55-64,JP
7873,25-34,SE
7874,65+,EG
7875,18-24,NG
7876,65+,IN
7877,18-24,SE
7878,18-24,MX
7879,<18,CL
7880,45-54,SE
7881,55-64,NG
7882,25-34,SE
7883,55-64,AU
7884,35-44,CL
7885,35-44,IN
7886,55-64,EG
7887,25-34,US
7888,25-34,NG
7889,55-64,KR
7890,55-64,KR
7891,65+,EG
7892,55-64,GB
7893,18-24,BR
7894,45-54,ES
7895,25-34,MX
7896,65+,GB
7897,25-34,US
7898,35-44,MX
7899,35-44,CL
7900,25-34,FR
7901,18-24,CN
7902,55-64,JP
7903,45-54,CN
7904,18-24,JP
7905,45-54,NG
7906,35-44,NG
7907,25-34,NG
7908,25-34,IT
7909,55-64,IN
7910,45-54,PT
7911,35-44,CL
7912,35-44,KR
7913,18-24,SE
7914,25-34,AU
7915,18-24,CO
7916,18-24,ES
7917,35-44,NG
7918,55-64,TR
7919,25-34,IT
7920,18-24,ES
7921,35-44,IN
7922,55-64,EG
7923,45-54,NL
7924,55-64,PT
7925,35-44,AR
7926,45-54,SE
7927,18-24,DE
7928,25-34,AU
7929,25-34,ES
7930,25-34,IT
7931,55-64,EG
7932,55-64,PT
7933,18-24,GB
7934,18-24,PT
7935,25-34,JP
7936,25-34,EG
7937,35-44,US
7938,55-64,CL
7939,65+,TR
7940,35-44,CN
7941,45-54,JP
7942,35-44,IT
7943,18-24,JP
7944,35-44,SE
7945,35-44,GB
7946,45-54,CO
7947,18-24,NG
7948,25-34,DE
7949,25-34,DE
7950,65+,GB
7951,25-34,FR
7952,45-54,SE
7953,45-54,MX
7954,25-34,PT
7955,35-44,BR
7956,55-64,KR
7957,25-34,SE
7958,65+,AU
7959,18-24,CN
7960,18-24,IT
7961,55-64,FR
7962,55-64,IT
7963,65+,EG
7964,35-44,ES
7965,55-64,NL
7966,45-54,US
7967,55-64,MX
7968,35-44,CL
7969,25-34,AR
7970,55-64,US
7971,25-34,EG
7972,35-44,JP
7973,25-34,US
7974,35-44,GB
7975,25-34,JP
7976,<18,CA
7977,55-64,CO
7978,25-34,RU
7979,35-44,TR
7980,18-24,NL
7981,<18,PT
7982,25-34,TR
7983,45-54,DE
7984,18-24,NG
7985,55-64,NG
7986,18-24,ES
7987,18-24,US
7988,18-24,CN
7989,<18,ES
7990,45-54,CO
7991,55-64,MX
7992,35-44,IN
7993,18-24,CA
7994,25-34,TR
7995,25-34,IT
7996,65+,CO
7997,25-34,IN
7998,45-54,PT
7999,25-34,KR
8000,25-34,AR
8001,25-34,AR
8002,18-24,FR
8003,45-54,FR
8004,25-34,CO
8005,45-54,ES
8006,18-24,IT
8007,65+,RU
8008,18-24,EG
8009,55-64,IN
8010,45-54,CA
8011,65+,TR
8012,25-34,CL
8013,45-54,CA
8014,25-34,KR
8015,18-24,DE
8016,25-34,BR
8017,18-24,CL
8018,65+,CL
8019,18-24,ZA
8020,35-44,AR
8021,35-44,DE
8022,35-44,AU
8023,35-44,KR
8024,18-24,NL
8025,35-44,ZA
8026,25-34,PT
8027,65+,ES
8028,45-54,DE
8029,65+,IT
8030,<18,CO
8031,25-34,CL
8032,18-24,EG
8033,<18,FR
8034,25-34,CA
8035,35-44,GB
8036,18-24,AU
8037,25-34,JP
8038,55-64,NG
8039,35-44,EG
8040,25-34,IN
8041,25-34,RU
8042,25-34,NL
8043,18-24,ES
8044,35-44,SE
8045,25-34,GB
8046,55-64,CN
8047,45-54,FR
8048,35-44,CL
8049,25-34,SE
8050,18-24,US
8051,45-54,IN
8052,25-34,GB
8053,18-24,ZA
8054,18-24,EG
8055,18-24,NG
8056,45-54,TR
8057,18-24,AR
8058,35-44,PT
8059,25-34,PT
8060,35-44,JP
8061,55-64,MX
8062,55-64,NG
8063,25-34,US
8064,<18,KR
8065,25-34,CO
8066,35-44,IT
8067,35-44,ES
8068,35-44,EG
8069,18-24,DE
8070,35-44,TR
8071,18-24,PT
8072,45-54,TR
8073,25-34,ZA
8074,45-54,SE
8075,<18,GB
8076,25-34,DE
8077,45-54,CL
8078,18-24,EG
8079,45-54,BR
8080,35-44,MX
8081,35-44,KR
8082,25-34,AU
8083,25-34,JP
8084,35-44,AU
8085,25-34,BR
8086,35-44,ES
8087,25-34,CO
8088,18-24,BR
8089,18-24,AU
8090,<18,IN
8091,25-34,PT
8092,45-54,KR
8093,45-54,CO
8094,18-24,AU
8095,65+,CL
8096,25-34,US
8097,55-64,AU
8098,45-54,TR
8099,45-54,AR
8100,18-24,IN
8101,18-24,NL
8102,<18,CO
8103,45-54,FR
8104,25-34,ZA
8105,45-54,FR
8106,25-34,JP
8107,45-54,CL
8108,18-24,IN
8109,18-24,US
8110,25-34,CO
8111,25-34,DE
8112,25-34,SE
8113,45-54,CA
8114,18-24,IN
8115,25-34,GB
8116,45-54,CL
8117,18-24,AR
8118,65+,KR
8119,65+,DE
8120,18-24,CN
8121,25-34,RU
8122,25-34,GB
8123,45-54,IN
8124,35-44,US
8125,35-44,ZA
8126,45-54,TR
8127,18-24,DE
8128,45-54,IN
8129,45-54,IT
8130,35-44,BR
8131,55-64,AR
8132,45-54,FR
8133,18-24,KR
8134,25-34,PT
8135,25-34,RU
8136,<18,PT
8137,65+,CL
8138,18-24,CO
8139,35-44,MX
8140,25-34,ES
8141,<18,KR
8142,55-64,RU
8143,55-64,SE
8144,35-44,TR
8145,18-24,SE
8146,18-24,JP
8147,25-34,KR
8148,25-34,CL
8149,25-34,AR
8150,65+,CN
8151,35-44,CN
8152,55-64,CO
8153,35-44,BR
8154,25-34,TR
8155,55-64,BR
8156,25-34,GB
8157,55-64,NL
8158,25-34,PT
8159,18-24,MX
8160,55-64,AR
8161,35-44,DE
8162,55-64,CA
8163,55-64,NL
8164,<18,IN
8165,25-34,NL
8166,25-34,KR
8167,35-44,IN
8168,45-54,JP
8169,25-34,NG
8170,35-44,TR
8171,45-54,IT
8172,18-24,AU
8173,45-54,DE
8174,35-44,NL
8175,65+,NL
8176,25-34,CO
8177,18-24,CO
8178,25-34,CO
8179,18-24,SE
8180,65+,CO
8181,<18,TR
8182,45-54,NG
8183,35-44,CN
8184,25-34,JP
8185,18-24,RU
8186,35-44,ZA
8187,35-44,CL
8188,25-34,AR
8189,55-64,ZA
8190,25-34,ZA
8191,25-34,NG
8192,35-44,BR
8193,18-24,EG
8194,55-64,GB
8195,25-34,AU
8196,18-24,FR
8197,25-34,AR
8198,35-44,IT
8199,25-34,CA
8200,35-44,BR
8201,<18,SE
8202,25-34,AU
8203,45-54,ES
8204,18-24,AR
8205,55-64,ES
8206,18-24,GB
8207,45-54,AU
8208,25-34,CA
8209,35-44,NG
8210,18-24,FR
8211,18-24,GB
8212,18-24,FR
8213,18-24,PT
8214,25-34,PT
8215,25-34,CO
8216,35-44,NL
8217,45-54,TR
8218,35-44,IN
8219,35-44,MX
8220,25-34,KR
8221,25-34,ES
8222,25-34,MX
8223,55-64,AU
8224,18-24,RU
8225,<18,CA
8226,35-44,NL
8227,18-24,NL
8228,55-64,JP
8229,55-64,IT
8230,18-24,CN
8231,18-24,US
8232,25-34,JP
8233,35-44,BR
8234,25-34,TR
8235,45-54,BR
8236,35-44,AU
8237,25-34,NG
8238,<18,JP
8239,45-54,AU
8240,18-24,ZA
8241,45-54,TR
8242,25-34,CL
8243,35-44,NL
8244,55-64,MX
8245,55-64,TR
8246,25-34,BR
8247,18-24,EG
8248,45-54,CL
8249,25-34,TR
8250,18-24,SE
8251,55-64,TR
8252,18-24,EG
8253,<18,US
8254,<18,FR
8255,35-44,EG
8256,35-44,TR
8257,25-34,IT
8258,25-34,CL
8259,25-34,CL
8260,35-44,NG
8261,<18,RU
8262,55-64,EG
8263,18-24,ES
8264,65+,NG
8265,18-24,AR
8266,45-54,PT
8267,18-24,CA
8268,18-24,CN
8269,55-64,MX
8270,55-64,NG
8271,25-34,MX
8272,45-54,NL
8273,35-44,NL
8274,55-64,JP
8275,25-34,CA
8276,35-44,GB
8277,25-34,IN
8278,25-34,SE
8279,55-64,IN
8280,18-24,GB
8281,18-24,ZA
8282,35-44,CA
8283,35-44,IN
8284,18-24,RU
8285,25-34,CN
8286,65+,RU
8287,25-34,JP
8288,35-44,US
8289,45-54,AU
8290,25-34,PT
8291,55-64,AU
8292,45-54,BR
8293,25-34,ZA
8294,35-44,CO
8295,35-44,PT
8296,35-44,ZA
8297,55-64,US
8298,25-34,KR
8299,25-34,SE
8300,18-24,NL
8301,<18,JP
8302,<18,NG
8303,55-64,NL
8304,35-44,FR
8305,35-44,GB
8306,35-44,IN
8307,55-64,AU
8308,25-34,FR
8309,55-64,MX
8310,25-34,ES
8311,55-64,DE
8312,35-44,IT
8313,25-34,ZA
8314,35-44,IT
8315,35-44,CO
8316,18-24,IN
8317,35-44,RU
8318,25-34,IN
8319,<18,CL
8320,65+,US
8321,35-44,BR
8322,55-64,CN
8323,35-44,DE
8324,25-34,CL
8325,25-34,US
8326,35-44,DE
8327,65+,BR
8328,25-34,DE
8329,55-64,KR
8330,55-64,DE
8331,35-44,SE
8332,55-64,CA
8333,25-34,IN
8334,65+,EG
8335,45-54,RU
8336,<18,NG
8337,55-64,EG
8338,25-34,BR
8339,25-34,GB
8340,35-44,RU
8341,18-24,JP
8342,25-34,IT
8343,45-54,DE
8344,<18,AR
8345,25-34,US
8346,<18,IN
8347,25-34,DE
8348,45-54,DE
8349,45-54,TR
8350,65+,RU
8351,35-44,SE
8352,25-34,CA
8353,55-64,EG
8354,45-54,AU
8355,35-44,ZA
8356,35-44,ZA
8357,55-64,JP
8358,45-54,TR
8359,25-34,IN
8360,45-54,IT
8361,<18,GB
8362,25-34,FR
8363,25-34,KR
8364,18-24,RU
8365,<18,IT
8366,18-24,KR
8367,35-44,CA
8368,45-54,US
8369,65+,GB
8370,25-34,SE
8371,35-44,PT
8372,55-64,CN
8373,18-24,NL
8374,45-54,NL
8375,45-54,CN
8376,18-24,NL
8377,55-64,ZA
8378,45-54,IT
8379,<18,SE
8380,18-24,NG
8381,<18,ES
8382,25-34,SE
8383,25-34,MX
8384,35-44,FR
8385,25-34,AR
8386,55-64,US
8387,25-34,ZA
8388,<18,MX
8389,25-34,JP
8390,35-44,SE
8391,25-34,KR
8392,25-34,GB
8393,18-24,MX
8394,45-54,MX
8395,65+,AU
8396,25-34,BR
8397,25-34,NG
8398,35-44,FR
8399,45-54,RU
8400,25-34,RU
8401,55-64,SE
8402,35-44,PT
8403,25-34,CL
8404,35-44,JP
8405,65+,BR
8406,45-54,AR
8407,<18,NL
8408,25-34,PT
8409,25-34,EG
8410,25-34,ZA
8411,45-54,SE
8412,45-54,RU
8413,45-54,US
8414,65+,PT
8415,25-34,AU
8416,55-64,CL
8417,45-54,FR
8418,25-34,TR
8419,45-54,CA
8420,18-24,AU
8421,45-54,CO
8422,35-44,NL
8423,25-34,MX
8424,35-44,CO
8425,35-44,GB
8426,18-24,EG
8427,<18,KR
8428,25-34,NG
8429,35-44,IN
8430,55-64,FR
8431,55-64,IT
8432,35-44,IN
8433,45-54,NG
8434,25-34,TR
8435,45-54,MX
8436,18-24,AR
8437,25-34,SE
8438,35-44,NL
8439,<18,BR
8440,45-54,ZA
8441,45-54,FR
8442,25-34,MX
8443,25-34,RU
8444,55-64,ZA
8445,45-54,IT
8446,25-34,EG
8447,25-34,TR
8448,35-44,ES
8449,35-44,MX
8450,18-24,CO
8451,25-34,DE
8452,55-64,PT
8453,35-44,CA
8454,65+,BR
8455,45-54,SE
8456,65+,MX
8457,18-24,NG
8458,45-54,TR
8459,<18,IT
8460,35-44,DE
8461,25-34,NL
8462,25-34,CO
8463,55-64,NL
8464,55-64,US
8465,<18,NL
8466,35-44,AR
8467,25-34,ZA
8468,25-34,FR
8469,45-54,PT
8470,25-34,MX
8471,65+,TR
8472,18-24,DE
8473,35-44,JP
8474,35-44,NG
8475,25-34,AR
8476,25-34,NG
8477,45-54,TR
8478,45-54,RU
8479,25-34,EG
8480,35-44,AU
8481,18-24,NL
8482,18-24,KR
8483,25-34,RU
8484,18-24,PT
8485,55-64,NG
8486,45-54,PT
8487,65+,ES
8488,35-44,GB
8489,65+,PT
8490,35-44,RU
8491,35-44,AU
8492,65+,FR
8493,35-44,MX
8494,<18,DE
8495,45-54,IN
8496,55-64,GB
8497,45-54,CN
8498,35-44,PT
8499,35-44,NL
8500,65+,AR
8501,18-24,EG
8502,35-44,KR
8503,25-34,CO
8504,35-44,EG
8505,35-44,KR
8506,18-24,DE
8507,18-24,US
8508,35-44,US
8509,18-24,TR
8510,25-34,JP
8511,45-54,NG
8512,25-34,NG
8513,25-34,GB
8514,65+,CO
8515,18-24,CA
8516,25-34,ZA
8517,35-44,PT
8518,45-54,BR
8519,55-64,DE
8520,55-64,US
8521,45-54,MX
8522,18-24,FR
8523,<18,BR
8524,25-34,CL
8525,18-24,IN
8526,45-54,IN
8527,35-44,CN
8528,<18,EG
8529,45-54,CA
8530,25-34,ES
8531,25-34,NG
8532,35-44,GB
8533,25-34,PT
8534,25-34,GB
8535,18-24,US
8536,25-34,NG
8537,45-54,CL
8538,55-64,EG
8539,25-34,FR
8540,25-34,KR
8541,45-54,EG
8542,65+,NL
8543,25-34,KR
8544,25-34,NL
8545,45-54,AR
8546,35-44,CL
8547,18-24,DE
8548,35-44,CA
8549,18-24,KR
8550,25-34,US
8551,35-44,FR
8552,55-64,EG
8553,25-34,FR
8554,25-34,NL
8555,18-24,SE
8556,55-64,ZA
8557,18-24,CA
8558,25-34,PT
8559,18-24,ZA
8560,45-54,CN
8561,25-34,JP
8562,25-34,DE
8563,25-34,JP
8564,55-64,CL
8565,35-44,CN
8566,45-54,NG
8567,55-64,FR
8568,55-64,CN
8569,25-34,PT
8570,65+,US
8571,<18,ZA
8572,25-34,RU
8573,55-64,IN
8574,25-34,BR
8575,25-34,ZA
8576,25-34,KR
8577,35-44,CN
8578,25-34,BR
8579,45-54,ES
8580,55-64,IT
8581,35-44,ES
8582,18-24,ES
8583,55-64,CA
8584,25-34,PT
8585,18-24,NL
8586,18-24,TR
8587,35-44,EG
8588,18-24,CA
8589,18-24,AR
8590,25-34,CN
8591,25-34,RU
8592,35-44,ES
8593,45-54,RU
